Paths_TIPO Summary,Dates_TIPO Summary, Numbers_Summary 0
C:/datos_covid_salida/200615COVID19MEXICO/200615COVID19MEXICO_REG5_SE/200615COVID19MEXICO_REG5_SE_HOSP.csv,200615COVID19MEXICO,8467,
C:/datos_covid_salida/200616COVID19MEXICO/200616COVID19MEXICO_REG5_SE/200616COVID19MEXICO_REG5_SE_AMB.csv,200616COVID19MEXICO,18420,
C:/datos_covid_salida/200616COVID19MEXICO/200616COVID19MEXICO_REG5_SE/200616COVID19MEXICO_REG5_SE_HOSP.csv,200616COVID19MEXICO,8684,
C:/datos_covid_salida/200617COVID19MEXICO/200617COVID19MEXICO_REG5_SE/200617COVID19MEXICO_REG5_SE_AMB.csv,200617COVID19MEXICO,19087,
C:/datos_covid_salida/200617COVID19MEXICO/200617COVID19MEXICO_REG5_SE/200617COVID19MEXICO_REG5_SE_HOSP.csv,200617COVID19MEXICO,8902,
C:/datos_covid_salida/200618COVID19MEXICO/200618COVID19MEXICO_REG5_SE/200618COVID19MEXICO_REG5_SE_AMB.csv,200618COVID19MEXICO,19717,
C:/datos_covid_salida/200618COVID19MEXICO/200618COVID19MEXICO_REG5_SE/200618COVID19MEXICO_REG5_SE_HOSP.csv,200618COVID19MEXICO,9149,
C:/datos_covid_salida/200619COVID19MEXICO/200619COVID19MEXICO_REG5_SE/200619COVID19MEXICO_REG5_SE_AMB.csv,200619COVID19MEXICO,20396,
C:/datos_covid_salida/200619COVID19MEXICO/200619COVID19MEXICO_REG5_SE/200619COVID19MEXICO_REG5_SE_HOSP.csv,200619COVID19MEXICO,9383,
C:/datos_covid_salida/200620COVID19MEXICO/200620COVID19MEXICO_REG5_SE/200620COVID19MEXICO_REG5_SE_AMB.csv,200620COVID19MEXICO,21069,
C:/datos_covid_salida/200620COVID19MEXICO/200620COVID19MEXICO_REG5_SE/200620COVID19MEXICO_REG5_SE_HOSP.csv,200620COVID19MEXICO,9603,
C:/datos_covid_salida/200621COVID19MEXICO/200621COVID19MEXICO_REG5_SE/200621COVID19MEXICO_REG5_SE_AMB.csv,200621COVID19MEXICO,21893,
C:/datos_covid_salida/200621COVID19MEXICO/200621COVID19MEXICO_REG5_SE/200621COVID19MEXICO_REG5_SE_HOSP.csv,200621COVID19MEXICO,9880,
C:/datos_covid_salida/200622COVID19MEXICO/200622COVID19MEXICO_REG5_SE/200622COVID19MEXICO_REG5_SE_AMB.csv,200622COVID19MEXICO,22599,
C:/datos_covid_salida/200622COVID19MEXICO/200622COVID19MEXICO_REG5_SE/200622COVID19MEXICO_REG5_SE_HOSP.csv,200622COVID19MEXICO,10118,
C:/datos_covid_salida/200623COVID19MEXICO/200623COVID19MEXICO_REG5_SE/200623COVID19MEXICO_REG5_SE_AMB.csv,200623COVID19MEXICO,23268,
C:/datos_covid_salida/200623COVID19MEXICO/200623COVID19MEXICO_REG5_SE/200623COVID19MEXICO_REG5_SE_HOSP.csv,200623COVID19MEXICO,10354,
C:/datos_covid_salida/200624COVID19MEXICO/200624COVID19MEXICO_REG5_SE/200624COVID19MEXICO_REG5_SE_AMB.csv,200624COVID19MEXICO,24062,
C:/datos_covid_salida/200624COVID19MEXICO/200624COVID19MEXICO_REG5_SE/200624COVID19MEXICO_REG5_SE_HOSP.csv,200624COVID19MEXICO,10632,
C:/datos_covid_salida/200625COVID19MEXICO/200625COVID19MEXICO_REG5_SE/200625COVID19MEXICO_REG5_SE_AMB.csv,200625COVID19MEXICO,24881,
C:/datos_covid_salida/200625COVID19MEXICO/200625COVID19MEXICO_REG5_SE/200625COVID19MEXICO_REG5_SE_HOSP.csv,200625COVID19MEXICO,10945,
C:/datos_covid_salida/200626COVID19MEXICO/200626COVID19MEXICO_REG5_SE/200626COVID19MEXICO_REG5_SE_AMB.csv,200626COVID19MEXICO,25782,
C:/datos_covid_salida/200626COVID19MEXICO/200626COVID19MEXICO_REG5_SE/200626COVID19MEXICO_REG5_SE_HOSP.csv,200626COVID19MEXICO,11299,
C:/datos_covid_salida/200627COVID19MEXICO/200627COVID19MEXICO_REG5_SE/200627COVID19MEXICO_REG5_SE_AMB.csv,200627COVID19MEXICO,26499,
C:/datos_covid_salida/200627COVID19MEXICO/200627COVID19MEXICO_REG5_SE/200627COVID19MEXICO_REG5_SE_HOSP.csv,200627COVID19MEXICO,11511,
C:/datos_covid_salida/200628COVID19MEXICO/200628COVID19MEXICO_REG5_SE/200628COVID19MEXICO_REG5_SE_AMB.csv,200628COVID19MEXICO,27119,
C:/datos_covid_salida/200628COVID19MEXICO/200628COVID19MEXICO_REG5_SE/200628COVID19MEXICO_REG5_SE_HOSP.csv,200628COVID19MEXICO,11719,
C:/datos_covid_salida/200629COVID19MEXICO/200629COVID19MEXICO_REG5_SE/200629COVID19MEXICO_REG5_SE_AMB.csv,200629COVID19MEXICO,27736,
C:/datos_covid_salida/200629COVID19MEXICO/200629COVID19MEXICO_REG5_SE/200629COVID19MEXICO_REG5_SE_HOSP.csv,200629COVID19MEXICO,11879,
