Paths_TIPO Summary,Dates_TIPO Summary, Numbers_Summary 0
C:/datos_covid_salida/200507COVID19MEXICO/200507COVID19MEXICO_REG4_CE/200507COVID19MEXICO_REG4_CE_HOSP.csv,200507COVID19MEXICO,7037,
C:/datos_covid_salida/200508COVID19MEXICO/200508COVID19MEXICO_REG4_CE/200508COVID19MEXICO_REG4_CE_AMB.csv,200508COVID19MEXICO,9734,
C:/datos_covid_salida/200508COVID19MEXICO/200508COVID19MEXICO_REG4_CE/200508COVID19MEXICO_REG4_CE_HOSP.csv,200508COVID19MEXICO,7368,
C:/datos_covid_salida/200509COVID19MEXICO/200509COVID19MEXICO_REG4_CE/200509COVID19MEXICO_REG4_CE_AMB.csv,200509COVID19MEXICO,10287,
C:/datos_covid_salida/200509COVID19MEXICO/200509COVID19MEXICO_REG4_CE/200509COVID19MEXICO_REG4_CE_HOSP.csv,200509COVID19MEXICO,7800,
C:/datos_covid_salida/200510COVID19MEXICO/200510COVID19MEXICO_REG4_CE/200510COVID19MEXICO_REG4_CE_AMB.csv,200510COVID19MEXICO,10880,
C:/datos_covid_salida/200510COVID19MEXICO/200510COVID19MEXICO_REG4_CE/200510COVID19MEXICO_REG4_CE_HOSP.csv,200510COVID19MEXICO,8145,
C:/datos_covid_salida/200511COVID19MEXICO/200511COVID19MEXICO_REG4_CE/200511COVID19MEXICO_REG4_CE_AMB.csv,200511COVID19MEXICO,11224,
C:/datos_covid_salida/200511COVID19MEXICO/200511COVID19MEXICO_REG4_CE/200511COVID19MEXICO_REG4_CE_HOSP.csv,200511COVID19MEXICO,8396,
C:/datos_covid_salida/200512COVID19MEXICO/200512COVID19MEXICO_REG4_CE/200512COVID19MEXICO_REG4_CE_AMB.csv,200512COVID19MEXICO,11790,
C:/datos_covid_salida/200512COVID19MEXICO/200512COVID19MEXICO_REG4_CE/200512COVID19MEXICO_REG4_CE_HOSP.csv,200512COVID19MEXICO,8944,
C:/datos_covid_salida/200513COVID19MEXICO/200513COVID19MEXICO_REG4_CE/200513COVID19MEXICO_REG4_CE_AMB.csv,200513COVID19MEXICO,12337,
C:/datos_covid_salida/200513COVID19MEXICO/200513COVID19MEXICO_REG4_CE/200513COVID19MEXICO_REG4_CE_HOSP.csv,200513COVID19MEXICO,9295,
C:/datos_covid_salida/200514COVID19MEXICO/200514COVID19MEXICO_REG4_CE/200514COVID19MEXICO_REG4_CE_AMB.csv,200514COVID19MEXICO,13160,
C:/datos_covid_salida/200514COVID19MEXICO/200514COVID19MEXICO_REG4_CE/200514COVID19MEXICO_REG4_CE_HOSP.csv,200514COVID19MEXICO,9861,
C:/datos_covid_salida/200515COVID19MEXICO/200515COVID19MEXICO_REG4_CE/200515COVID19MEXICO_REG4_CE_AMB.csv,200515COVID19MEXICO,14071,
C:/datos_covid_salida/200515COVID19MEXICO/200515COVID19MEXICO_REG4_CE/200515COVID19MEXICO_REG4_CE_HOSP.csv,200515COVID19MEXICO,10314,
C:/datos_covid_salida/200516COVID19MEXICO/200516COVID19MEXICO_REG4_CE/200516COVID19MEXICO_REG4_CE_AMB.csv,200516COVID19MEXICO,14772,
C:/datos_covid_salida/200516COVID19MEXICO/200516COVID19MEXICO_REG4_CE/200516COVID19MEXICO_REG4_CE_HOSP.csv,200516COVID19MEXICO,10757,
C:/datos_covid_salida/200517COVID19MEXICO/200517COVID19MEXICO_REG4_CE/200517COVID19MEXICO_REG4_CE_AMB.csv,200517COVID19MEXICO,15382,
C:/datos_covid_salida/200517COVID19MEXICO/200517COVID19MEXICO_REG4_CE/200517COVID19MEXICO_REG4_CE_HOSP.csv,200517COVID19MEXICO,11209,
C:/datos_covid_salida/200518COVID19MEXICO/200518COVID19MEXICO_REG4_CE/200518COVID19MEXICO_REG4_CE_AMB.csv,200518COVID19MEXICO,16492,
C:/datos_covid_salida/200518COVID19MEXICO/200518COVID19MEXICO_REG4_CE/200518COVID19MEXICO_REG4_CE_HOSP.csv,200518COVID19MEXICO,11571,
C:/datos_covid_salida/200519COVID19MEXICO/200519COVID19MEXICO_REG4_CE/200519COVID19MEXICO_REG4_CE_AMB.csv,200519COVID19MEXICO,17382,
C:/datos_covid_salida/200519COVID19MEXICO/200519COVID19MEXICO_REG4_CE/200519COVID19MEXICO_REG4_CE_HOSP.csv,200519COVID19MEXICO,12100,
C:/datos_covid_salida/200520COVID19MEXICO/200520COVID19MEXICO_REG4_CE/200520COVID19MEXICO_REG4_CE_AMB.csv,200520COVID19MEXICO,18134,
C:/datos_covid_salida/200520COVID19MEXICO/200520COVID19MEXICO_REG4_CE/200520COVID19MEXICO_REG4_CE_HOSP.csv,200520COVID19MEXICO,12484,
C:/datos_covid_salida/200521COVID19MEXICO/200521COVID19MEXICO_REG4_CE/200521COVID19MEXICO_REG4_CE_AMB.csv,200521COVID19MEXICO,19220,
C:/datos_covid_salida/200521COVID19MEXICO/200521COVID19MEXICO_REG4_CE/200521COVID19MEXICO_REG4_CE_HOSP.csv,200521COVID19MEXICO,12924,
C:/datos_covid_salida/200522COVID19MEXICO/200522COVID19MEXICO_REG4_CE/200522COVID19MEXICO_REG4_CE_AMB.csv,200522COVID19MEXICO,20386,
C:/datos_covid_salida/200522COVID19MEXICO/200522COVID19MEXICO_REG4_CE/200522COVID19MEXICO_REG4_CE_HOSP.csv,200522COVID19MEXICO,13304,
C:/datos_covid_salida/200523COVID19MEXICO/200523COVID19MEXICO_REG4_CE/200523COVID19MEXICO_REG4_CE_AMB.csv,200523COVID19MEXICO,21870,
C:/datos_covid_salida/200523COVID19MEXICO/200523COVID19MEXICO_REG4_CE/200523COVID19MEXICO_REG4_CE_HOSP.csv,200523COVID19MEXICO,13861,
